2.500000e+00,9.087020e+00
2.502467e+00,9.018041e+00
2.509866e+00,8.948318e+00
2.522190e+00,8.877801e+00
2.539426e+00,8.806433e+00
2.561558e+00,8.734158e+00
2.588564e+00,8.660917e+00
2.620416e+00,8.586646e+00
2.657084e+00,8.511284e+00
2.698532e+00,8.434767e+00
2.744717e+00,8.357032e+00
2.795596e+00,8.278017e+00
2.851118e+00,8.197659e+00
2.911227e+00,8.115899e+00
2.975865e+00,8.032680e+00
3.044967e+00,7.947949e+00
3.118467e+00,7.861654e+00
3.196290e+00,7.773750e+00
3.278360e+00,7.684196e+00
3.364597e+00,7.592956e+00
3.454915e+00,7.500000e+00
3.549225e+00,7.405304e+00
3.647434e+00,7.308851e+00
3.749445e+00,7.210633e+00
3.855157e+00,7.110646e+00
3.964466e+00,7.008899e+00
4.077264e+00,6.905405e+00
4.193441e+00,6.800189e+00
4.312880e+00,6.693284e+00
4.435465e+00,6.584731e+00
4.561074e+00,6.474582e+00
4.689583e+00,6.362899e+00
4.820866e+00,6.249753e+00
4.954793e+00,6.135226e+00
5.091232e+00,6.019408e+00
5.230048e+00,5.902401e+00
5.371104e+00,5.784316e+00
5.514261e+00,5.665273e+00
5.659377e+00,5.545404e+00
5.806310e+00,5.424848e+00
5.954915e+00,5.303755e+00
6.105044e+00,5.182284e+00
6.256551e+00,5.060601e+00
6.409284e+00,4.938881e+00
6.563093e+00,4.817309e+00
6.717828e+00,4.696075e+00
6.873334e+00,4.575378e+00
7.029458e+00,4.455421e+00
7.186047e+00,4.336416e+00
7.342946e+00,4.218578e+00
7.500000e+00,4.102129e+00
7.657054e+00,3.987293e+00
7.813953e+00,3.874299e+00
7.970542e+00,3.763379e+00
8.126666e+00,3.654766e+00
8.282172e+00,3.548696e+00
8.436907e+00,3.445405e+00
8.590716e+00,3.345128e+00
8.743449e+00,3.248100e+00
8.894956e+00,3.154555e+00
9.045085e+00,3.064724e+00
9.193690e+00,2.978835e+00
9.340623e+00,2.897112e+00
9.485739e+00,2.819775e+00
9.628896e+00,2.747037e+00
9.769952e+00,2.679107e+00
9.908768e+00,2.616186e+00
1.004521e+01,2.558466e+00
1.017913e+01,2.506134e+00
1.031042e+01,2.459363e+00
1.043893e+01,2.418322e+00
1.056454e+01,2.383166e+00
1.068712e+01,2.354038e+00
1.080656e+01,2.331074e+00
1.092274e+01,2.314394e+00
1.103553e+01,2.304107e+00
1.114484e+01,2.300309e+00
1.125056e+01,2.303081e+00
1.135257e+01,2.312491e+00
1.145078e+01,2.328595e+00
1.154508e+01,2.351431e+00
1.163540e+01,2.381024e+00
1.172164e+01,2.417384e+00
1.180371e+01,2.460506e+00
1.188153e+01,2.510367e+00
1.195503e+01,2.566934e+00
1.202414e+01,2.630153e+00
1.208877e+01,2.699959e+00
1.214888e+01,2.776268e+00
1.220440e+01,2.858985e+00
1.225528e+01,2.947997e+00
1.230147e+01,3.043178e+00
1.234292e+01,3.144385e+00
1.237958e+01,3.251465e+00
1.241144e+01,3.364247e+00
1.243844e+01,3.482550e+00
1.246057e+01,3.606178e+00
1.247781e+01,3.734925e+00
1.249013e+01,3.868570e+00
1.249753e+01,4.006883e+00
1.250000e+01,4.149624e+00
1.249753e+01,4.296541e+00
1.249013e+01,4.447373e+00
1.247781e+01,4.601853e+00
1.246057e+01,4.759702e+00
1.243844e+01,4.920638e+00
1.241144e+01,5.084371e+00
1.237958e+01,5.250604e+00
1.234292e+01,5.419038e+00
1.230147e+01,5.589369e+00
1.225528e+01,5.761290e+00
1.220440e+01,5.934491e+00
1.214888e+01,6.108663e+00
1.208877e+01,6.283495e+00
1.202414e+01,6.458677e+00
1.195503e+01,6.633899e+00
1.188153e+01,6.808855e+00
1.180371e+01,6.983241e+00
1.172164e+01,7.156756e+00
1.163540e+01,7.329106e+00
1.154508e+01,7.500000e+00
1.145078e+01,7.669154e+00
1.135257e+01,7.836292e+00
1.125056e+01,8.001142e+00
1.114484e+01,8.163446e+00
1.103553e+01,8.322949e+00
1.092274e+01,8.479409e+00
1.080656e+01,8.632593e+00
1.068712e+01,8.782279e+00
1.056454e+01,8.928256e+00
1.043893e+01,9.070325e+00
1.031042e+01,9.208298e+00
1.017913e+01,9.342000e+00
1.004521e+01,9.471268e+00
9.908768e+00,9.595954e+00
9.769952e+00,9.715921e+00
9.628896e+00,9.831047e+00
9.485739e+00,9.941221e+00
9.340623e+00,1.004635e+01
9.193690e+00,1.014635e+01
9.045085e+00,1.024115e+01
8.894956e+00,1.033070e+01
8.743449e+00,1.041496e+01
8.590716e+00,1.049390e+01
8.436907e+00,1.056750e+01
8.282172e+00,1.063577e+01
8.126666e+00,1.069871e+01
7.970542e+00,1.075635e+01
7.813953e+00,1.080873e+01
7.657054e+00,1.085588e+01
7.500000e+00,1.089787e+01
7.342946e+00,1.093477e+01
7.186047e+00,1.096665e+01
7.029458e+00,1.099361e+01
6.873334e+00,1.101574e+01
6.717828e+00,1.103315e+01
6.563093e+00,1.104595e+01
6.409284e+00,1.105427e+01
6.256551e+00,1.105822e+01
6.105044e+00,1.105795e+01
5.954915e+00,1.105360e+01
5.806310e+00,1.104530e+01
5.659377e+00,1.103321e+01
5.514261e+00,1.101748e+01
5.371104e+00,1.099825e+01
5.230048e+00,1.097569e+01
5.091232e+00,1.094995e+01
4.954793e+00,1.092119e+01
4.820866e+00,1.088956e+01
4.689583e+00,1.085522e+01
4.561074e+00,1.081832e+01
4.435465e+00,1.077902e+01
4.312880e+00,1.073746e+01
4.193441e+00,1.069379e+01
4.077264e+00,1.064816e+01
3.964466e+00,1.060069e+01
3.855157e+00,1.055152e+01
3.749445e+00,1.050078e+01
3.647434e+00,1.044859e+01
3.549225e+00,1.039506e+01
3.454915e+00,1.034031e+01
3.364597e+00,1.028442e+01
3.278360e+00,1.022751e+01
3.196290e+00,1.016964e+01
3.118467e+00,1.011091e+01
3.044967e+00,1.005139e+01
2.975865e+00,9.991129e+00
2.911227e+00,9.930192e+00
2.851118e+00,9.868623e+00
2.795596e+00,9.806462e+00
2.744717e+00,9.743740e+00
2.698532e+00,9.680480e+00
2.657084e+00,9.616696e+00
2.620416e+00,9.552398e+00
2.588564e+00,9.487583e+00
2.561558e+00,9.422247e+00
2.539426e+00,9.356374e+00
2.522190e+00,9.289944e+00
2.509866e+00,9.222931e+00
2.502467e+00,9.155303e+00
2.500000e+00,9.087020e+00
1.604508e+01,5.749135e+00
1.595078e+01,6.108725e+00
1.585257e+01,6.474230e+00
1.575056e+01,6.844917e+00
1.564484e+01,7.220048e+00
1.553553e+01,7.598887e+00
1.542274e+01,7.980696e+00
1.530656e+01,8.364740e+00
1.518712e+01,8.750290e+00
1.506454e+01,9.136622e+00
1.493893e+01,9.523024e+00
1.481042e+01,9.908792e+00
1.467913e+01,1.029324e+01
1.454521e+01,1.067568e+01
1.440877e+01,1.105547e+01
1.426995e+01,1.143197e+01
1.412890e+01,1.180455e+01
1.398574e+01,1.217261e+01
1.384062e+01,1.253559e+01
1.369369e+01,1.289293e+01
1.354508e+01,1.324411e+01
1.339496e+01,1.358864e+01
1.324345e+01,1.392604e+01
1.309072e+01,1.425587e+01
1.293691e+01,1.457773e+01
1.278217e+01,1.489123e+01
1.262667e+01,1.519604e+01
1.247054e+01,1.549183e+01
1.231395e+01,1.577832e+01
1.215705e+01,1.605527e+01
12,1.632245e+01
1.184295e+01,1.657968e+01
1.168605e+01,1.682681e+01
1.152946e+01,1.706371e+01
1.137333e+01,1.729030e+01
1.121783e+01,1.750652e+01
1.106309e+01,1.771235e+01
1.090928e+01,1.790778e+01
1.075655e+01,1.809286e+01
1.060504e+01,1.826764e+01
1.045492e+01,1.843221e+01
1.030631e+01,1.858668e+01
1.015938e+01,1.873121e+01
1.001426e+01,1.886594e+01
9.871104e+00,1.899106e+01
9.730048e+00,1.910679e+01
9.591232e+00,1.921334e+01
9.454793e+00,1.931097e+01
9.320866e+00,1.939993e+01
9.189583e+00,1.948049e+01
9.061074e+00,1.955295e+01
8.935465e+00,1.961760e+01
8.812880e+00,1.967475e+01
8.693441e+00,1.972471e+01
8.577264e+00,1.976781e+01
8.464466e+00,1.980437e+01
8.355157e+00,1.983472e+01
8.249445e+00,1.985919e+01
8.147434e+00,1.987810e+01
8.049225e+00,1.989177e+01
7.954915e+00,1.990054e+01
7.864597e+00,1.990470e+01
7.778360e+00,1.990456e+01
7.696290e+00,1.990042e+01
7.618467e+00,1.989257e+01
7.544967e+00,1.988127e+01
7.475865e+00,1.986679e+01
7.411227e+00,1.984937e+01
7.351118e+00,1.982923e+01
7.295596e+00,1.980660e+01
7.244717e+00,1.978166e+01
7.198532e+00,1.975458e+01
7.157084e+00,1.972553e+01
7.120416e+00,1.969463e+01
7.088564e+00,1.966201e+01
7.061558e+00,1.962775e+01
7.039426e+00,1.959193e+01
7.022190e+00,1.955459e+01
